Book	Chapter	Start	End	Type	Label	Text	Notes
M	20	30	30	Exclamation		Lord, Son of David, have mercy on us!	
M	20	31	31	Exclamation		Lord, Son of David, have mercy on us!	
M	20	6	6	Question		Why have you been standing here all day long doing nothing?	
M	20	13	13	Question		Didn't you agree to work for a denarius?	
M	20	15	15	Question		Don't I have the right to do what I want with my own money?	
M	20	15	15	Question		Or are you envious because I am generous?	
M	20	21	21	Question		What is it you want?	
M	20	22	22	Question		Can you drink the cup I am going to drink?	
M	20	32	32	Question		What do you want me to do for you?	
M	21	1	1	Individual		Jesus	
M	21	6	6	Individual		Jesus	
M	21	7	7	Individual		Jesus	
M	21	10	10	Individual		Jesus	
M	21	11	11	Individual		Jesus	
M	21	12	12	Individual		Jesus	
M	21	16	16	Individual		Jesus	
M	21	18	18	Individual		Jesus	
M	21	21	21	Individual		Jesus	
M	21	23	23	Individual		Jesus	
M	21	24	24	Individual		Jesus	
M	21	27	27	Individual		Jesus	
M	21	31	31	Individual		Jesus	
M	21	42	42	Individual		Jesus	
M	21	45	45	Individual		Jesus	
M	21	9	9	Individual		David	
M	21	15	15	Individual		David	
M	21	25	25	Individual	John (Baptist)	John	
M	21	26	26	Individual	John (Baptist)	John	
M	21	32	32	Individual	John (Baptist)	John	
M	21	1	1	Location		Jerusalem	
M	21	10	10	Location		Jerusalem	
M	21	1	1	Location		Bethphage	
M	21	1	1	Location		Mount of Olives	
M	21	5	5	Location		Zion	
M	21	11	11	Location		Nazareth	
M	21	11	11	Location		Galilee	
M	21	17	17	Location		Bethany	
M	21	9	9	Exclamation		Hosanna to the Son of David!	
M	21	9	9	Exclamation		Blessed is he who comes in the name of the Lord!	
M	21	9	9	Exclamation		Hosanna in the highest heaven!	
M	21	19	19	Exclamation		May you never bear fruit again!	
M	21	5	5	OldTestament		Say to Daughter Zion, 'See, your king comes to you, gentle and riding on a donkey, and on a colt, the foal of a donkey.'	
M	21	9	9	OldTestament		Blessed is he who comes in the name of the Lord!	
M	21	13	13	OldTestament		My house will be called a house of prayer	
M	21	13	13	OldTestament		den of robbers	
M	21	16	16	OldTestament		From the lips of children and infants you, Lord, have called forth your praise	
M	21	42	42	OldTestament		The stone the builders rejected has become the cornerstone; the Lord has done this, and it is marvelous in our eyes	
M	21	10	10	Question		Who is this?	
M	21	16	16	Question		Do you hear what these children are saying?	
M	21	16	16	Question		Yes,{" replied Jesus,} {"}have you never read, "'From the lips of children and infants you, Lord, have called forth your praise'?	
M	21	20	20	Question		How did the fig tree wither so quickly?	
M	21	23	23	Question		By what authority are you doing these things?	
M	21	23	23	Question		And who gave you this authority?	
M	21	25	25	Question		John's baptism - where did it come from?	
M	21	25	25	Question		Was it from heaven, or of human origin?	
M	21	25	25	Question		Then why didn't you believe him?	
M	21	28	28	Question		What do you think?	
M	21	31	31	Question		Which of the two did what his father wanted?	
M	21	40	40	Question		Therefore, when the owner of the vineyard comes, what will he do to those tenants?	
M	21	42	42	Question		Have you never read in the Scriptures: "'The stone the builders rejected has become the cornerstone; the Lord has done this, and it is marvelous in our eyes'?	
M	22	1	1	Individual		Jesus	
M	22	18	18	Individual		Jesus	
M	22	29	29	Individual		Jesus	
M	22	34	34	Individual		Jesus	
M	22	37	37	Individual		Jesus	
M	22	41	41	Individual		Jesus	
M	22	24	24	Individual		Moses	
M	22	32	32	Individual		Abraham	
M	22	32	32	Individual		Isaac	
M	22	32	32	Individual	Jacob (Israel)	Jacob	
M	22	42	42	Individual		David	
M	22	43	43	Individual		David	
M	22	45	45	Individual		David	
M	22	32	32	OldTestament		I am the God of Abraham, the God of Isaac, and the God of Jacob	
M	22	37	37	OldTestament		Love the Lord your God with all your heart and with all your soul and with all your mind.	
M	22	39	39	OldTestament		Love your neighbor as yourself.	
M	22	44	44	OldTestament		The Lord said to my Lord: "Sit at my right hand until I put your enemies under your feet."	
M	22	12	12	Question		How did you get in here without wedding clothes, friend?	
M	22	17	17	Question		Tell us then, what is your opinion?	
M	22	17	17	Question		Is it right to pay the imperial tax to Caesar or not?	
M	22	18	18	Question		You hypocrites, why are you trying to trap me?	
M	22	20	20	Question		Whose image is this?	
M	22	20	20	Question		And whose inscription?	
M	22	28	28	Question		Now then, at the resurrection, whose wife will she be of the seven, since all of them were married to her?	
M	22	31	32	Question		But about the resurrection of the dead - have you not read what God said to you, 'I am the God of Abraham, the God of Isaac, and the God of Jacob'?	
M	22	36	36	Question		Teacher, which is the greatest commandment in the Law?	
M	22	42	42	Question		What do you think about the Messiah?	
M	22	42	42	Question		Whose son is he?	
M	22	43	43	Question		How is it then that David, speaking by the Spirit, calls him 'Lord'?	
M	22	45	45	Question		If then David calls him 'Lord,' how can he be his son?	
M	23	1	1	Individual		Jesus	
M	23	2	2	Individual		Moses	
M	23	35	35	Individual		Abel	
M	23	35	35	Individual		Zechariah	
M	23	35	35	Individual		Berekiah	
M	23	37	37	Location		Jerusalem	
M	23	13	13	Exclamation		Woe to you, teachers of the law and Pharisees, you hypocrites!	
M	23	15	15	Exclamation		Woe to you, teachers of the law and Pharisees, you hypocrites!	
M	23	16	16	Exclamation		Woe to you, blind guides!	
M	23	17	17	Exclamation		You blind fools!	
M	23	19	19	Exclamation		You blind men!	
M	23	23	23	Exclamation		Woe to you, teachers of the law and Pharisees, you hypocrites!	
M	23	24	24	Exclamation		You blind guides!	
M	23	25	25	Exclamation		Woe to you, teachers of the law and Pharisees, you hypocrites!	
M	23	26	26	Exclamation		Blind Pharisee!	
M	23	27	27	Exclamation		Woe to you, teachers of the law and Pharisees, you hypocrites!	
M	23	29	29	Exclamation		Woe to you, teachers of the law and Pharisees, you hypocrites!	
M	23	32	32	Exclamation		Go ahead, then, and complete what your ancestors started!	
M	23	33	33	Exclamation		You snakes!	
M	23	33	33	Exclamation		You brood of vipers!	
M	23	39	39	OldTestament		Blessed is he who comes in the name of the Lord.	
M	23	17	17	Question		Which is greater: the gold, or the temple that makes the gold sacred?	
M	23	19	19	Question		Which is greater: the gift, or the altar that makes the gift sacred?	
M	23	33	33	Question		How will you escape being condemned to hell?	
M	24	1	1	Individual		Jesus	
M	24	3	3	Individual		Jesus	
M	24	4	4	Individual		Jesus	
M	24	15	15	Individual		Daniel	
M	24	37	37	Individual		Noah	
M	24	38	38	Individual		Noah	
M	24	3	3	Location		Mount of Olives	
M	24	16	16	Location		Judea	
M	24	19	19	Exclamation		How dreadful it will be in those days for pregnant women and nursing mothers!	
M	24	23	23	Exclamation		Look, here is the Messiah!	
M	24	23	23	Exclamation		There he is!	
M	24	15	15	OldTestament		the abomination that causes desolation,	
M	24	29	29	OldTestament		the sun will be darkened, and the moon will not give its light; the stars will fall from the sky, and the heavenly bodies will be shaken.	
M	24	2	2	Question		Do you see all these things?"	
M	24	3	3	Question		Tell us,{" they said,{ {"}when will this happen, and what will be the sign of your coming and of the end of the age?	
M	24	45	45	Question		Who then is the faithful and wise servant, whom the master has put in charge of the servants in his household to give them their food at the proper time?	
M	25	6	6	Exclamation		Here's the bridegroom!	
M	25	6	6	Exclamation		Come out to meet him!	
M	25	11	11	Exclamation		Lord, Lord,{' they said,{ {'}open the door for us!	
M	25	21	21	Exclamation		Well done, good and faithful servant!	
M	25	21	21	Exclamation		Come and share your master's happiness!	
M	25	23	23	Exclamation		Well done, good and faithful servant!	
M	25	23	23	Exclamation		Come and share your master's happiness!	
M	25	26	26	Exclamation		You wicked, lazy servant!	
M	25	26	26	Question		So you knew that I harvest where I have not sown and gather where I have not scattered seed?	
M	25	37	37	Question		Lord, when did we see you hungry and feed you, or thirsty and give you something to drink?	
M	25	38	38	Question		When did we see you a stranger and invite you in, or needing clothes and clothe you?	
M	25	39	39	Question		When did we see you sick or in prison and go to visit you?	
M	25	44	44	Question		Lord, when did we see you hungry or thirsty or a stranger or needing clothes or sick or in prison, and did not help you?	
M	26	1	1	Individual		Jesus	
M	26	4	4	Individual		Jesus	
M	26	6	6	Individual		Jesus	
M	26	10	10	Individual		Jesus	
M	26	17	17	Individual		Jesus	
M	26	19	19	Individual		Jesus	
M	26	20	20	Individual		Jesus	
M	26	23	23	Individual		Jesus	
M	26	25	25	Individual		Jesus	
M	26	26	26	Individual		Jesus	
M	26	31	31	Individual		Jesus	
M	26	34	34	Individual		Jesus	
M	26	36	36	Individual		Jesus	
M	26	49	49	Individual		Jesus	
M	26	50	50	Individual		Jesus	
M	26	51	51	Individual		Jesus	
M	26	52	52	Individual		Jesus	
M	26	55	55	Individual		Jesus	
M	26	57	57	Individual		Jesus	
M	26	59	59	Individual		Jesus	
M	26	62	62	Individual		Jesus	
M	26	63	63	Individual		Jesus	
M	26	64	64	Individual		Jesus	
M	26	69	69	Individual		Jesus	
M	26	71	71	Individual		Jesus	
M	26	75	75	Individual		Jesus	
M	26	3	3	Individual		Caiaphas	
M	26	57	57	Individual		Caiaphas	
M	26	6	6	Individual	Simon (Leper)	Simon	
M	26	14	14	Individual		Judas Iscariot	
M	26	16	16	Individual	Judas Iscariot	Judas	
M	26	25	25	Individual	Judas Iscariot	Judas	
M	26	47	47	Individual	Judas Iscariot	Judas	
M	26	49	49	Individual	Judas Iscariot	Judas	
M	26	33	33	Individual	Peter (Simon)	Peter	
M	26	35	35	Individual	Peter (Simon)	Peter	
M	26	37	37	Individual	Peter (Simon)	Peter	
M	26	40	40	Individual	Peter (Simon)	Peter	
M	26	58	58	Individual	Peter (Simon)	Peter	
M	26	69	69	Individual	Peter (Simon)	Peter	
M	26	73	73	Individual	Peter (Simon)	Peter	
M	26	75	75	Individual	Peter (Simon)	Peter	
M	26	37	37	Individual		Zebedee	
M	26	6	6	Location		Bethany	
M	26	30	30	Location		Mount of Olives	
M	26	32	32	Location		Galilee	
M	26	69	69	Location		Galilee	
M	26	36	36	Location		Gethsemane	
M	26	71	71	Location		Nazareth	
M	26	24	24	Exclamation		But woe to that man who betrays the Son of Man!	
M	26	46	46	Exclamation		Rise!	
M	26	46	46	Exclamation		Let us go!	
M	26	46	46	Exclamation		Here comes my betrayer!	
M	26	49	49	Exclamation		Greetings, Rabbi!	
M	26	65	65	Exclamation		He has spoken blasphemy!	
M	26	72	72	Exclamation		I don't know the man!	
M	26	74	74	Exclamation		I don't know the man!	
M	26	31	31	OldTestament		I will strike the shepherd, and the sheep of the flock will be scattered.	
M	26	8	8	Question		Why this waste?"	
M	26	10	10	Question		Why are you bothering this woman?	
M	26	15	15	Question		What are you willing to give me if I deliver him over to you?	
M	26	17	17	Question		Where do you want us to make preparations for you to eat the Passover?	
M	26	22	22	Question		Surely you don't mean me, Lord?	
M	26	25	25	Question		Surely you don't mean me, Rabbi?	
M	26	40	40	Question		Couldn't you men keep watch with me for one hour?	
M	26	45	45	Question		Are you still sleeping and resting?	
M	26	53	53	Question		Do you think I cannot call on my Father, and he will at once put at my disposal more than twelve legions of angels?	
M	26	54	54	Question		But how then would the Scriptures be fulfilled that say it must happen in this way?	
M	26	55	55	Question		Am I leading a rebellion, that you have come out with swords and clubs to capture me?	
M	26	62	62	Question		Are you not going to answer?	
M	26	62	62	Question		What is this testimony that these men are bringing against you?	
M	26	65	65	Question		Why do we need any more witnesses?	
M	26	66	66	Question		What do you think?	
M	26	68	68	Question		Who hit you?	
M	27	1	1	Individual		Jesus	
M	27	3	3	Individual		Jesus	
M	27	11	11	Individual		Jesus	
M	27	14	14	Individual		Jesus	
M	27	17	17	Individual		Jesus	
M	27	18	18	Individual		Jesus	
M	27	20	20	Individual		Jesus	
M	27	22	22	Individual		Jesus	
M	27	26	26	Individual		Jesus	
M	27	27	27	Individual		Jesus	
M	27	34	34	Individual		Jesus	
M	27	37	37	Individual		Jesus	
M	27	46	46	Individual		Jesus	
M	27	48	48	Individual		Jesus	
M	27	50	50	Individual		Jesus	
M	27	53	53	Individual		Jesus	
M	27	54	54	Individual		Jesus	
M	27	55	55	Individual		Jesus	
M	27	57	57	Individual		Jesus	
M	27	58	58	Individual		Jesus	
M	27	2	2	Individual		Pilate	
M	27	13	13	Individual		Pilate	
M	27	17	17	Individual		Pilate	
M	27	19	19	Individual		Pilate	
M	27	22	22	Individual		Pilate	
M	27	23	23	Individual		Pilate	
M	27	24	24	Individual		Pilate	
M	27	58	58	Individual		Pilate	
M	27	62	62	Individual		Pilate	
M	27	65	65	Individual		Pilate	
M	27	3	3	Individual	Judas Iscariot	Judas	
M	27	5	5	Individual	Judas Iscariot	Judas	
M	27	9	9	Individual		Jeremiah	
M	27	16	16	Individual		Jesus Barabbas	
M	27	17	17	Individual		Jesus Barabbas	
M	27	20	20	Individual	Jesus Barabbas	Barabbas	
M	27	21	21	Individual	Jesus Barabbas	Barabbas	
M	27	26	26	Individual	Jesus Barabbas	Barabbas	
M	27	32	32	Individual	Simon (Cyrene)	Simon	
M	27	47	47	Individual		Elijah	
M	27	49	49	Individual		Elijah	
M	27	56	56	Individual		Mary Magdalene	
M	27	61	61	Individual		Mary Magdalene	
M	27	56	56	Individual	Mary (Jesus' mother)	Mary	
M	27	56	56	Individual	James (Jesus' brother)	James	
M	27	56	56	Individual	Joseph (Jesus' brother)	Joseph	
M	27	56	56	Individual		Zebedee	
M	27	57	57	Individual	Joseph (Arimathea)	Joseph	
M	27	59	59	Individual	Joseph (Arimathea)	Joseph	
M	27	61	61	Individual	Mary (other)	Mary	
M	27	8	8	Location		Field of Blood	
M	27	32	32	Location		Cyrene	
M	27	33	33	Location		Golgotha	the place of the skull
M	27	33	33	Location	Golgotha	the place of the skull	the place of the skull
M	27	55	55	Location		Galilee	
M	27	57	57	Location		Arimathea	
M	27	33	33	Parenthetical		(which means "the place of the skull")	
M	27	46	46	Parenthetical		(which means "My God, my God, why have you forsaken me?")	
M	27	22	22	Exclamation		Crucify him!	
M	27	23	23	Exclamation		Crucify him!	
M	27	24	24	Exclamation		It is your responsibility!	
M	27	25	25	Exclamation		His blood is on us and on our children!	
M	27	29	29	Exclamation		Hail, king of the Jews!	
M	27	40	40	Exclamation		You who are going to destroy the temple and build it in three days, save yourself!	
M	27	40	40	Exclamation		Come down from the cross, if you are the Son of God!	
M	27	42	42	Exclamation		He saved others,{" they said,} {"}but he can't save himself!	
M	27	42	42	Exclamation		He's the King of Israel!	
M	27	54	54	Exclamation		Surely he was the Son of God!"	
M	27	46	46	OldTestament		My God, my God, why have you forsaken me?	
M	27	4	4	Question		What is that to us?	
M	27	11	11	Question		Are you the king of the Jews?	
M	27	13	13	Question		Don't you hear the testimony they are bringing against you?	
M	27	17	17	Question		Which one do you want me to release to you: Jesus Barabbas, or Jesus who is called the Messiah?	
M	27	21	21	Question		Which of the two do you want me to release to you?	
M	27	22	22	Question		What shall I do, then, with Jesus who is called the Messiah?	
M	27	23	23	Question		Why?	
M	27	23	23	Question		What crime has he committed?	
M	27	46	46	Question		Eli, Eli, lema sabachthani?	
M	27	46	46	Question		My God, my God, why have you forsaken me?	
M	28	1	1	Individual		Mary Magdalene	
M	28	1	1	Individual	Mary (other)	Mary	
M	28	5	5	Individual		Jesus	
M	28	9	9	Individual		Jesus	
M	28	10	10	Individual		Jesus	
M	28	16	16	Individual		Jesus	
M	28	18	18	Individual		Jesus	
M	28	7	7	Location		Galilee	
M	28	10	10	Location		Galilee	
M	28	16	16	Location		Galilee	
